epoch,train_loss,val_mae,val_rmse
1,0.5393157153957339,0.7914704084396362,1.0811867713928223
2,0.49621713380067445,0.7391548752784729,1.0327421426773071
3,0.4796418619767961,0.6827051043510437,0.9865942597389221
4,0.47059992239935766,0.659505307674408,0.9567148685455322
5,0.4599907260506544,0.6767871379852295,0.9538729190826416
6,0.45466482260407914,0.6509066820144653,0.9484121799468994
7,0.4492119563820893,0.6326350569725037,0.9163963198661804
8,0.44458462082960787,0.6356682777404785,0.9185830950737
9,0.44246859910435665,0.6162525415420532,0.8897517323493958
10,0.4375752752742441,0.6472086310386658,0.914667546749115
11,0.43357096550517094,0.6069536209106445,0.8559558987617493
12,0.43098179846637696,0.6022684574127197,0.8532627820968628
13,0.4276770220700569,0.6117635369300842,0.8510510325431824
14,0.42505501185186334,0.6038991808891296,0.8518258333206177
15,0.42371407712292847,0.5894942879676819,0.8150749206542969
16,0.42164130774861736,0.5907827019691467,0.8360400795936584
17,0.41668274729059496,0.5762245059013367,0.8154493570327759
18,0.417059183922257,0.5880380272865295,0.8221682906150818
19,0.41480986333126546,0.5789626240730286,0.812821090221405
20,0.4128283149310021,0.5886275768280029,0.8190093040466309
21,0.41177337756949706,0.5751301646232605,0.8064225912094116
22,0.41030874309155063,0.5624166131019592,0.7984554767608643
23,0.4079549954543778,0.5609370470046997,0.7817564010620117
24,0.4079168742035304,0.5753568410873413,0.8042475581169128
25,0.4058446986896776,0.5745469331741333,0.8033512234687805
26,0.4042041948051499,0.5657954216003418,0.8030456900596619
27,0.4037428883002265,0.5811666250228882,0.806220293045044
28,0.40202836907288847,0.563840925693512,0.8031343221664429
29,0.40023513345963213,0.5708457827568054,0.7894524931907654
30,0.3990697957629971,0.5520603656768799,0.7741280198097229
31,0.39881607081313003,0.5595262050628662,0.7995250821113586
32,0.3978274200831182,0.5521100759506226,0.7763550281524658
33,0.39738989605005914,0.5594887733459473,0.7772782444953918
34,0.39681700768272565,0.5537184476852417,0.7705256342887878
35,0.3957042755299501,0.549225389957428,0.7660693526268005
36,0.39512913989262943,0.5499935150146484,0.7725547552108765
37,0.3927285886189757,0.5727694034576416,0.7835025191307068
38,0.39374611073134874,0.5571562051773071,0.7771592140197754
39,0.3924492062741212,0.5485735535621643,0.7668061256408691
40,0.39039247426543666,0.5613867044448853,0.7729748487472534
41,0.3908774103686979,0.5366250872612,0.7555952072143555
42,0.38886030284291667,0.5632354617118835,0.787861168384552
43,0.38763765141841544,0.5429262518882751,0.7534725666046143
44,0.38779089226407937,0.5536471009254456,0.7725465893745422
45,0.3886477652855199,0.552418053150177,0.7783297896385193
46,0.38681737149548706,0.5361166000366211,0.7515460848808289
47,0.3861109993277086,0.5376217365264893,0.7508717775344849
48,0.38477493950090663,0.5372012257575989,0.7482176423072815
49,0.3843797464971146,0.5481736063957214,0.7665414810180664
50,0.3842767591435635,0.5738362073898315,0.7942690253257751
51,0.3829712096082552,0.554535984992981,0.7682915329933167
52,0.3816281952747214,0.5292009115219116,0.7408826351165771
