epoch,train_loss,val_mae,val_rmse
1,0.5240228138955123,0.7824057936668396,1.1326069831848145
2,0.4316448464370298,0.6576221585273743,0.8923227190971375
3,0.405127160925154,0.6307691335678101,0.8649766445159912
4,0.3887998233651765,0.5910390615463257,0.8196984529495239
5,0.37769596763228436,0.5841085910797119,0.8126733899116516
6,0.3689075325112471,0.5798985958099365,0.800023078918457
7,0.35984477087454575,0.5873587727546692,0.8065897226333618
8,0.35352707419243884,0.5652793645858765,0.7877508997917175
9,0.3495175325491609,0.5519567728042603,0.7653778195381165
10,0.34468682252398913,0.529104471206665,0.7419528961181641
11,0.3394468521430615,0.5559872984886169,0.7842031121253967
12,0.33762496054026786,0.5156974196434021,0.7306638360023499
13,0.33343150942133226,0.5301335453987122,0.748164176940918
14,0.32992476210326027,0.5272378325462341,0.7419881224632263
15,0.3280247135821065,0.5509779453277588,0.762441873550415
16,0.3242091554009827,0.5248364806175232,0.7238784432411194
17,0.321129164223566,0.5100205540657043,0.7244652509689331
18,0.3194958039338548,0.500845730304718,0.7114031910896301
19,0.31678482452931206,0.5017834901809692,0.7204927802085876
20,0.3146497856069602,0.502149760723114,0.7075073719024658
21,0.3119991391095672,0.487203985452652,0.694168746471405
22,0.3115815730505876,0.490537166595459,0.7079588770866394
23,0.30787782534993363,0.4873281717300415,0.6951076984405518
24,0.3055673342170809,0.47550615668296814,0.6874129772186279
25,0.3044001673573678,0.48826050758361816,0.6996879577636719
26,0.30220425551561386,0.4771530330181122,0.6871517896652222
27,0.301362427311305,0.48682066798210144,0.7019486427307129
28,0.2990711519726914,0.4839474558830261,0.7039701342582703
29,0.2978384077621847,0.48982149362564087,0.7012504935264587
30,0.2969504307345248,0.4702305197715759,0.6879032850265503
31,0.2945309638758452,0.5010819435119629,0.7094210982322693
32,0.2944237326424396,0.4856616258621216,0.6920586228370667
33,0.2905075422198965,0.47999081015586853,0.6898419260978699
34,0.28982427931210814,0.4725510776042938,0.6822270750999451
35,0.2895684356648648,0.46228092908859253,0.6749417781829834
36,0.2874901249895469,0.47760701179504395,0.6789294481277466
37,0.2862361963555982,0.45446881651878357,0.6640387773513794
38,0.28494999100497415,0.47828972339630127,0.6842904686927795
39,0.28498290697782136,0.5000083446502686,0.7120465636253357
40,0.2825732693112567,0.46621862053871155,0.6760731339454651
41,0.28428694653190434,0.45946478843688965,0.6689345836639404
42,0.2822137978884294,0.45805421471595764,0.6680025458335876
43,0.2815730691247581,0.462389200925827,0.673678994178772
44,0.27919531917805196,0.44895172119140625,0.6613632440567017
45,0.2783311433853322,0.47242864966392517,0.6885825395584106
46,0.2762850744872921,0.46376723051071167,0.6747480034828186
47,0.27720379982425997,0.46540364623069763,0.6689507365226746
48,0.27529013652381806,0.4638162851333618,0.6747469902038574
49,0.2755973163472994,0.4547707736492157,0.6628542542457581
50,0.2738671352344504,0.4496743083000183,0.6561939120292664
51,0.2725373541521851,0.4550609290599823,0.6572556495666504
52,0.2717869445718005,0.4492338299751282,0.6582067012786865
53,0.27063788342446743,0.4494337737560272,0.6586937308311462
54,0.27039181993030975,0.43870091438293457,0.6477974653244019
55,0.27056483917102253,0.44749918580055237,0.6530831456184387
56,0.2681096558320202,0.44548502564430237,0.6542727947235107
57,0.2672801658620461,0.4504520893096924,0.6611906290054321
58,0.26625253402224963,0.4526048004627228,0.6602665185928345
59,0.2667647452255333,0.45023515820503235,0.6556589603424072
60,0.2655794790656759,0.4437159597873688,0.6531990766525269
61,0.26498283314675747,0.4463050067424774,0.6566798090934753
62,0.26315757344433616,0.464022159576416,0.6650300025939941
63,0.2640297579371842,0.44255074858665466,0.6522895097732544
64,0.26270621687100976,0.45700064301490784,0.6595492362976074
65,0.2621201503393411,0.4370151460170746,0.6402966380119324
66,0.26189250336882536,0.46078482270240784,0.6649515628814697
67,0.2611869337870614,0.4545307159423828,0.6629869341850281
68,0.26054691980549644,0.4660792052745819,0.6737138032913208
69,0.2603076275957243,0.4346277117729187,0.6421625018119812
70,0.25917161961056495,0.43685418367385864,0.6366570591926575
71,0.2595248186282249,0.4370294511318207,0.6466468572616577
72,0.2577444513881702,0.4353402256965637,0.6459561586380005
73,0.25644407689134185,0.4323588013648987,0.6391904354095459
